payment_id,subscriber_id,payment_date,amount_usd,failure_reason,gateway_response_code,attempt_number,previous_failures,days_since_last_payment,historical_success_rate,payment_method,customer_tenure_months,monthly_charge_usd,support_ticket_count,customer_lifetime_value_usd,customer_opted_out,recovery_probability,root_cause,root_cause_confidence,revenue_at_risk,expected_recovery,recommended_action
PAY-0015965,CUST-000325,2025-10-24,22.41,GATEWAY_ERROR,96,1,1,20,0.551,card,63,17.72,4,1353.88,False,0.463,GATEWAY_ERROR,0.826,23.0,10.65,RETRY
PAY-0015966,CUST-008522,2025-10-20,23.79,BANK_UNAVAILABLE,GW_503,1,1,27,0.484,card,35,22.58,0,774.34,False,0.717,TRANSIENT_FAILURE,0.825,23.27,16.68,RETRY
PAY-0015967,CUST-000680,2025-12-08,25.07,CARD_EXPIRED,54,1,0,28,0.618,upi,12,25.82,1,291.45,True,0.098,PAYMENT_INSTRUMENT,0.745,25.96,2.54,STOP
PAY-0015968,CUST-003646,2025-10-12,14.17,GATEWAY_ERROR,GW_ERR_96,1,0,33,0.681,upi,18,14.84,1,236.42,False,0.616,GATEWAY_ERROR,0.749,14.3,8.81,RETRY
PAY-0015969,CUST-002218,2025-05-01,20.9,NETWORK_TIMEOUT,TIMEOUT_408,1,2,28,0.468,upi,21,20.45,0,534.35,False,0.763,TRANSIENT_FAILURE,0.831,20.78,15.86,RETRY
PAY-0015970,CUST-007116,2025-04-19,11.6,INVALID_CARD,INVALID_14,3,2,33,0.43,card,6,10.36,0,68.8,True,0.024,PAYMENT_INSTRUMENT,0.794,12.18,0.29,STOP
PAY-0015971,CUST-008571,2025-07-25,25.07,BANK_UNAVAILABLE,BANK_DOWN_502,3,2,34,0.564,card,8,21.62,1,147.76,False,0.625,TRANSIENT_FAILURE,0.871,25.22,15.76,RETRY
PAY-0015972,CUST-004114,2025-07-06,7.68,DUPLICATE_TRANSACTION,DUP_94,5,6,40,0.33,card,4,14.67,1,52.55,False,0.277,GATEWAY_ERROR,0.978,7.72,2.14,HUMAN_REVIEW
PAY-0015973,CUST-005023,2025-02-22,30.22,CARD_EXPIRED,EXP_CARD_54,2,1,42,0.535,upi,12,26.38,0,329.07,False,0.357,PAYMENT_INSTRUMENT,0.874,31.68,11.31,CUSTOMER_NUDGE
PAY-0015974,CUST-008085,2025-02-15,43.01,INSUFFICIENT_FUNDS,51,3,4,41,0.52,netbanking,19,38.01,1,848.46,False,0.306,CUSTOMER_ACTION_REQUIRED,0.792,43.78,13.4,CUSTOMER_NUDGE
PAY-0015975,CUST-002641,2025-01-31,12.78,GATEWAY_ERROR,GW_500,1,0,32,0.519,card,10,10.87,1,94.3,False,0.645,GATEWAY_ERROR,0.737,13.04,8.41,RETRY
PAY-0015976,CUST-006917,2025-05-22,23.23,GATEWAY_ERROR,96,1,1,33,0.581,card,45,20.49,0,1053.18,False,0.582,GATEWAY_ERROR,0.926,24.18,14.07,RETRY
PAY-0015977,CUST-000125,2025-08-16,13.86,DUPLICATE_TRANSACTION,DUP_94,3,2,23,0.441,card,7,11.99,0,99.4,False,0.488,GATEWAY_ERROR,0.863,13.95,6.81,HUMAN_REVIEW
PAY-0015978,CUST-001216,2026-07-05,39.86,CARD_EXPIRED,54,1,0,30,0.517,card,3,36.73,0,128.83,False,0.38,PAYMENT_INSTRUMENT,0.944,40.16,15.26,RETRY
PAY-0015979,CUST-005644,2025-06-26,17.42,BANK_UNAVAILABLE,91,2,1,38,0.551,card,11,16.58,1,176.93,False,0.906,TRANSIENT_FAILURE,0.747,18.65,16.9,RETRY
PAY-0015980,CUST-003949,2025-05-13,17.12,DUPLICATE_TRANSACTION,94,1,0,28,0.55,upi,10,16.81,0,193.56,False,0.656,GATEWAY_ERROR,0.746,16.99,11.15,RETRY
PAY-0015981,CUST-001813,2026-05-18,16.59,LIMIT_EXCEEDED,LIMIT_61,1,1,27,0.581,card,19,14.7,1,252.61,False,0.368,CUSTOMER_ACTION_REQUIRED,0.89,16.48,6.06,CUSTOMER_NUDGE
PAY-0015982,CUST-002009,2025-11-08,29.8,NETWORK_TIMEOUT,91,2,1,26,0.45,upi,16,25.44,1,448.96,False,0.699,TRANSIENT_FAILURE,0.826,30.78,21.52,RETRY
PAY-0015983,CUST-000611,2025-11-06,28.47,NETWORK_TIMEOUT,TIMEOUT_408,2,2,34,0.758,card,43,23.8,1,1248.99,False,0.773,TRANSIENT_FAILURE,0.747,28.13,21.74,RETRY
PAY-0015984,CUST-001264,2026-07-19,22.54,DUPLICATE_TRANSACTION,DUP_94,1,0,24,0.354,card,17,22.61,2,388.19,False,0.595,GATEWAY_ERROR,0.84,23.19,13.8,RETRY
PAY-0015985,CUST-007118,2025-02-26,30.78,INSUFFICIENT_FUNDS,NSF_51,4,3,33,0.338,card,16,29.65,0,527.96,False,0.38,TRANSIENT_FAILURE,0.496,32.91,12.51,HUMAN_REVIEW
PAY-0015986,CUST-008734,2025-10-19,39.06,INSUFFICIENT_FUNDS,NSF_51,5,4,37,0.612,card,27,36.37,0,882.49,False,0.274,CUSTOMER_ACTION_REQUIRED,0.779,39.58,10.84,HUMAN_REVIEW
PAY-0015987,CUST-001254,2025-05-11,37.74,INSUFFICIENT_FUNDS,51,3,2,26,0.554,netbanking,22,42.54,0,1161.97,False,0.429,CUSTOMER_ACTION_REQUIRED,0.726,37.25,15.98,CUSTOMER_NUDGE
PAY-0015988,CUST-003188,2025-01-03,19.36,BANK_UNAVAILABLE,BANK_DOWN_502,2,1,40,0.499,card,15,20.16,1,295.04,False,0.197,PAYMENT_INSTRUMENT,0.604,19.99,3.94,CUSTOMER_NUDGE
PAY-0015989,CUST-002549,2026-07-08,14.89,DUPLICATE_TRANSACTION,94,2,1,26,0.783,card,51,15.16,0,876.38,False,0.702,GATEWAY_ERROR,0.802,14.57,10.23,RETRY
PAY-0015990,CUST-007106,2026-03-27,5.67,LIMIT_EXCEEDED,LIMIT_61,1,0,33,0.721,card,41,7.46,2,278.15,False,0.439,CUSTOMER_ACTION_REQUIRED,0.801,5.57,2.45,CUSTOMER_NUDGE
PAY-0015991,CUST-007944,2026-03-16,24.25,AUTHENTICATION_FAILED,3DS_FAIL_05,1,0,28,0.578,upi,25,17.91,0,431.31,False,0.41,CUSTOMER_ACTION_REQUIRED,0.868,24.24,9.94,CUSTOMER_NUDGE
PAY-0015992,CUST-001378,2025-09-23,14.99,NETWORK_TIMEOUT,TIMEOUT_408,2,1,25,0.369,card,7,12.45,1,84.39,False,0.764,TRANSIENT_FAILURE,0.847,16.03,12.25,RETRY
PAY-0015993,CUST-002631,2025-02-04,58.31,NETWORK_TIMEOUT,91,4,3,34,0.38,upi,20,56.27,1,1011.89,False,0.389,TRANSIENT_FAILURE,0.807,60.26,23.44,HUMAN_REVIEW
PAY-0015994,CUST-007161,2025-12-05,3.72,GATEWAY_ERROR,96,1,1,24,0.696,netbanking,64,5.19,4,387.8,False,0.76,GATEWAY_ERROR,0.752,3.82,2.9,RETRY
PAY-0015995,CUST-007467,2025-02-04,46.33,NETWORK_TIMEOUT,91,1,0,43,0.749,card,24,40.48,3,1197.76,False,0.671,GATEWAY_ERROR,0.658,45.44,30.49,RETRY
PAY-0015996,CUST-006222,2025-05-31,10.47,INSUFFICIENT_FUNDS,51,1,0,23,0.532,card,23,14.94,3,354.9,False,0.463,CUSTOMER_ACTION_REQUIRED,0.782,11.27,5.22,CUSTOMER_NUDGE
PAY-0015997,CUST-004540,2026-02-17,17.9,AUTHENTICATION_FAILED,05,1,1,36,0.438,upi,5,16.99,0,90.67,False,0.309,CUSTOMER_ACTION_REQUIRED,0.8,18.6,5.75,CUSTOMER_NUDGE
PAY-0015998,CUST-000741,2025-06-30,28.19,NETWORK_TIMEOUT,GW_503,2,2,33,0.359,card,9,26.12,0,275.47,False,0.634,TRANSIENT_FAILURE,0.882,27.8,17.63,RETRY
PAY-0015999,CUST-007445,2025-04-17,22.72,GATEWAY_ERROR,GW_ERR_96,1,1,26,0.507,netbanking,8,25.24,0,236.43,False,0.658,GATEWAY_ERROR,0.785,23.64,15.56,RETRY
PAY-0016000,CUST-002771,2025-02-04,12.26,NETWORK_TIMEOUT,GW_503,1,0,32,0.548,card,16,12.99,0,232.67,False,0.768,TRANSIENT_FAILURE,0.924,12.07,9.27,RETRY
PAY-0016001,CUST-006725,2025-08-18,14.52,BANK_UNAVAILABLE,BANK_DOWN_502,3,2,28,0.599,card,14,11.86,0,186.17,False,0.619,TRANSIENT_FAILURE,0.975,14.17,8.77,RETRY
PAY-0016002,CUST-006013,2025-10-08,32.93,INVALID_CARD,INVALID_14,3,2,28,0.48,upi,38,31.58,3,1280.03,False,0.537,TRANSIENT_FAILURE,0.632,34.18,18.35,RETRY
PAY-0016003,CUST-008602,2026-03-29,99.86,FRAUD_SUSPECTED,59,2,1,36,0.532,card,13,94.86,0,1140.34,False,0.01,RISK_RELATED,0.775,100.23,1.0,STOP
PAY-0016004,CUST-002228,2026-08-16,28.83,INSUFFICIENT_FUNDS,NSF_51,2,1,33,0.65,card,24,23.58,0,545.07,False,0.333,CUSTOMER_ACTION_REQUIRED,0.799,28.46,9.48,CUSTOMER_NUDGE
PAY-0016005,CUST-003503,2025-01-21,14.76,DUPLICATE_TRANSACTION,DUP_94,3,2,31,0.565,card,21,11.8,1,306.0,False,0.39,GATEWAY_ERROR,0.78,15.14,5.9,RETRY
PAY-0016006,CUST-005009,2025-08-13,47.86,AUTHENTICATION_FAILED,3DS_FAIL_05,2,1,20,0.388,card,5,43.26,1,237.32,False,0.474,CUSTOMER_ACTION_REQUIRED,0.728,48.92,23.19,CUSTOMER_NUDGE
PAY-0016007,CUST-002303,2025-12-22,21.92,BANK_UNAVAILABLE,91,3,5,30,0.402,netbanking,18,23.91,0,496.3,False,0.465,TRANSIENT_FAILURE,0.854,22.5,10.46,STOP
PAY-0016008,CUST-008994,2026-04-19,14.29,DUPLICATE_TRANSACTION,94,1,0,35,0.454,card,12,13.47,0,166.24,False,0.658,GATEWAY_ERROR,0.799,15.31,10.07,RETRY
PAY-0016009,CUST-002949,2025-07-21,17.71,INSUFFICIENT_FUNDS,51,1,1,32,0.643,card,50,18.29,1,1006.84,False,0.455,CUSTOMER_ACTION_REQUIRED,0.842,17.48,7.95,CUSTOMER_NUDGE
PAY-0016010,CUST-006188,2026-03-06,24.91,NETWORK_TIMEOUT,GW_503,1,1,32,0.523,card,46,23.27,4,914.84,False,0.707,TRANSIENT_FAILURE,0.895,26.01,18.39,RETRY
PAY-0016011,CUST-000014,2026-08-22,18.7,NETWORK_TIMEOUT,91,4,4,36,0.451,upi,24,21.77,1,542.29,False,0.694,TRANSIENT_FAILURE,0.738,18.22,12.64,HUMAN_REVIEW
PAY-0016012,CUST-004594,2025-03-26,7.92,GATEWAY_ERROR,GW_ERR_96,1,0,26,0.439,upi,9,6.26,0,49.08,False,0.556,GATEWAY_ERROR,0.754,7.83,4.35,RETRY
PAY-0016013,CUST-000114,2025-05-30,19.61,GATEWAY_ERROR,GW_ERR_96,4,4,39,0.777,upi,78,16.84,2,1158.88,False,0.39,GATEWAY_ERROR,0.956,19.16,7.47,HUMAN_REVIEW
PAY-0016014,CUST-007296,2026-05-06,22.33,LIMIT_EXCEEDED,LIMIT_61,2,2,33,0.568,card,23,22.5,0,489.9,False,0.368,CUSTOMER_ACTION_REQUIRED,0.98,21.96,8.08,CUSTOMER_NUDGE
PAY-0016015,CUST-003818,2025-02-18,22.72,BANK_UNAVAILABLE,BANK_DOWN_502,1,2,30,0.493,card,9,20.83,0,201.62,False,0.731,TRANSIENT_FAILURE,0.87,24.5,17.91,RETRY
PAY-0016016,CUST-004794,2026-06-25,25.07,BANK_UNAVAILABLE,91,4,4,41,0.689,upi,18,18.1,1,280.8,False,0.543,TRANSIENT_FAILURE,0.75,26.4,14.34,HUMAN_REVIEW
PAY-0016017,CUST-004819,2026-05-31,17.24,NETWORK_TIMEOUT,GW_503,3,2,30,0.497,card,17,10.08,1,146.6,False,0.754,TRANSIENT_FAILURE,0.927,16.79,12.66,RETRY
PAY-0016018,CUST-001216,2026-07-31,43.52,GATEWAY_ERROR,GW_ERR_96,2,2,35,0.428,upi,3,36.73,0,128.83,False,0.546,GATEWAY_ERROR,0.844,42.68,23.3,HUMAN_REVIEW
PAY-0016019,CUST-000773,2025-03-26,19.55,BANK_UNAVAILABLE,BANK_DOWN_502,1,0,19,0.537,card,11,17.86,1,176.04,False,0.68,TRANSIENT_FAILURE,0.735,19.18,13.04,RETRY
PAY-0016020,CUST-005535,2025-05-18,10.26,CARD_EXPIRED,EXP_CARD_54,3,3,28,0.39,card,5,11.9,1,50.76,False,0.093,PAYMENT_INSTRUMENT,0.874,10.53,0.98,STOP
PAY-0016021,CUST-003452,2025-01-01,33.14,BANK_UNAVAILABLE,BANK_DOWN_502,2,2,31,0.529,card,18,33.9,0,721.26,False,0.707,TRANSIENT_FAILURE,0.736,34.01,24.05,RETRY
PAY-0016022,CUST-002827,2025-03-18,31.73,GATEWAY_ERROR,GW_ERR_96,2,1,35,0.53,card,23,31.76,2,839.67,False,0.621,GATEWAY_ERROR,0.819,31.13,19.33,HUMAN_REVIEW
PAY-0016023,CUST-008470,2026-03-05,55.86,NETWORK_TIMEOUT,91,3,3,32,0.482,card,25,47.02,1,1310.62,False,0.632,TRANSIENT_FAILURE,0.875,55.75,35.23,HUMAN_REVIEW
PAY-0016024,CUST-000948,2025-03-27,13.72,CARD_EXPIRED,EXP_CARD_54,1,0,26,0.61,upi,20,13.52,0,244.28,False,0.437,PAYMENT_INSTRUMENT,0.748,13.91,6.08,CUSTOMER_NUDGE
PAY-0016025,CUST-002390,2026-03-03,16.48,LIMIT_EXCEEDED,61,5,4,36,0.505,upi,9,15.58,0,125.86,False,0.186,CUSTOMER_ACTION_REQUIRED,0.723,17.69,3.29,STOP
PAY-0016026,CUST-004152,2026-05-07,28.99,DUPLICATE_TRANSACTION,DUP_94,1,2,32,0.43,upi,17,23.08,2,480.53,False,0.363,GATEWAY_ERROR,0.736,30.38,11.03,HUMAN_REVIEW
PAY-0016027,CUST-000395,2025-12-29,8.94,BANK_UNAVAILABLE,91,1,0,22,0.439,upi,17,12.14,0,192.69,False,0.6,TRANSIENT_FAILURE,0.938,9.25,5.55,RETRY
PAY-0016028,CUST-004630,2025-10-23,17.96,DUPLICATE_TRANSACTION,DUP_94,1,0,34,0.414,card,8,16.8,2,147.31,False,0.511,GATEWAY_ERROR,0.97,17.7,9.04,RETRY
PAY-0016029,CUST-006891,2025-06-13,19.1,DUPLICATE_TRANSACTION,94,2,1,30,0.508,card,8,15.9,2,134.32,False,0.702,GATEWAY_ERROR,0.873,19.01,13.35,RETRY
PAY-0016030,CUST-006588,2025-12-09,25.22,DUPLICATE_TRANSACTION,DUP_94,2,2,33,0.613,card,49,26.85,0,1533.98,False,0.541,GATEWAY_ERROR,0.768,25.01,13.53,RETRY
PAY-0016031,CUST-004832,2026-05-30,17.25,GATEWAY_ERROR,GW_ERR_96,4,3,24,0.572,card,32,17.41,2,584.6,False,0.521,GATEWAY_ERROR,0.924,17.55,9.14,HUMAN_REVIEW
PAY-0016032,CUST-008698,2025-03-02,41.99,INSUFFICIENT_FUNDS,NSF_51,2,1,24,0.555,netbanking,8,47.09,1,439.72,True,0.05,CUSTOMER_ACTION_REQUIRED,0.874,44.25,2.21,STOP
PAY-0016033,CUST-000389,2026-08-24,12.08,CARD_EXPIRED,EXP_CARD_54,2,1,28,0.523,card,6,10.24,0,54.53,False,0.305,PAYMENT_INSTRUMENT,0.874,11.8,3.6,CUSTOMER_NUDGE
PAY-0016034,CUST-008020,2025-10-29,42.41,NETWORK_TIMEOUT,TIMEOUT_408,5,4,40,0.509,upi,43,42.09,3,1591.21,False,0.36,TRANSIENT_FAILURE,0.833,44.79,16.12,HUMAN_REVIEW
PAY-0016035,CUST-003262,2026-01-17,41.62,INSUFFICIENT_FUNDS,51,4,3,37,0.625,card,29,40.1,1,1081.92,False,0.35,CUSTOMER_ACTION_REQUIRED,0.835,41.45,14.51,CUSTOMER_NUDGE
PAY-0016036,CUST-004983,2025-04-28,25.24,NETWORK_TIMEOUT,91,2,2,29,0.518,card,24,25.09,3,665.91,False,0.672,TRANSIENT_FAILURE,0.728,26.05,17.51,HUMAN_REVIEW
PAY-0016037,CUST-001329,2025-01-15,19.67,NETWORK_TIMEOUT,GW_503,2,1,20,0.47,card,15,20.04,0,311.62,False,0.726,TRANSIENT_FAILURE,0.799,19.8,14.37,RETRY
PAY-0016038,CUST-002883,2025-10-12,33.23,LIMIT_EXCEEDED,61,4,4,26,0.622,card,42,28.1,2,1316.64,False,0.16,CUSTOMER_ACTION_REQUIRED,0.904,33.41,5.35,HUMAN_REVIEW
PAY-0016039,CUST-004484,2025-11-20,14.85,INVALID_CARD,14,3,3,42,0.644,card,20,17.3,0,346.39,False,0.185,PAYMENT_INSTRUMENT,0.779,15.04,2.78,STOP
PAY-0016040,CUST-002083,2026-01-19,26.66,INSUFFICIENT_FUNDS,51,2,1,32,0.437,upi,8,26.72,3,195.73,False,0.328,CUSTOMER_ACTION_REQUIRED,0.875,26.36,8.65,CUSTOMER_NUDGE
PAY-0016041,CUST-002816,2025-05-24,33.86,GATEWAY_ERROR,GW_ERR_96,1,1,31,0.668,card,38,26.43,2,993.11,False,0.664,GATEWAY_ERROR,0.766,35.07,23.29,RETRY
PAY-0016042,CUST-001441,2026-07-22,19.26,NETWORK_TIMEOUT,GW_503,3,3,29,0.482,upi,19,14.03,0,269.88,False,0.595,TRANSIENT_FAILURE,0.746,19.32,11.5,HUMAN_REVIEW
PAY-0016043,CUST-000711,2025-07-27,22.68,BANK_UNAVAILABLE,GW_503,1,0,34,0.735,card,15,21.79,0,391.94,False,0.701,TRANSIENT_FAILURE,0.78,23.95,16.79,RETRY
PAY-0016044,CUST-004539,2026-06-05,34.89,FRAUD_SUSPECTED,59,2,1,35,0.565,upi,34,29.84,1,1227.96,False,0.719,GATEWAY_ERROR,0.384,35.52,25.54,RETRY
PAY-0016045,CUST-008561,2025-08-11,3.0,NETWORK_TIMEOUT,91,1,0,30,0.467,upi,17,8.57,1,176.2,False,0.634,TRANSIENT_FAILURE,0.928,3.03,1.92,RETRY
PAY-0016046,CUST-005417,2026-01-09,12.34,GATEWAY_ERROR,GW_500,2,2,36,0.551,card,6,16.15,0,99.32,False,0.412,GATEWAY_ERROR,0.836,13.16,5.42,RETRY
PAY-0016047,CUST-000642,2025-04-16,34.28,GATEWAY_ERROR,GW_ERR_96,4,3,35,0.529,upi,1,29.54,2,31.3,False,0.43,GATEWAY_ERROR,0.932,33.46,14.39,HUMAN_REVIEW
PAY-0016048,CUST-005493,2025-04-21,15.84,GATEWAY_ERROR,96,1,0,29,0.559,card,27,17.35,3,482.57,False,0.568,GATEWAY_ERROR,0.776,15.5,8.8,RETRY
PAY-0016049,CUST-001734,2025-11-10,20.7,GATEWAY_ERROR,96,1,0,22,0.487,upi,6,15.89,0,103.35,False,0.57,GATEWAY_ERROR,0.95,22.04,12.56,RETRY
PAY-0016050,CUST-005478,2025-03-01,26.52,GATEWAY_ERROR,GW_ERR_96,2,1,30,0.502,card,11,22.71,1,274.16,False,0.505,GATEWAY_ERROR,0.976,27.69,13.98,RETRY
PAY-0016051,CUST-001216,2025-06-02,36.94,GATEWAY_ERROR,GW_ERR_96,4,3,40,0.432,upi,3,36.73,0,128.83,False,0.445,GATEWAY_ERROR,0.759,39.66,17.65,HUMAN_REVIEW
PAY-0016052,CUST-003311,2025-08-09,28.69,BANK_UNAVAILABLE,GW_503,1,0,24,0.48,card,11,22.52,0,210.75,False,0.828,TRANSIENT_FAILURE,0.791,30.22,25.02,RETRY
PAY-0016053,CUST-005174,2026-07-01,22.2,DUPLICATE_TRANSACTION,94,1,0,25,0.597,card,25,23.87,3,567.99,False,0.486,GATEWAY_ERROR,0.839,23.63,11.48,RETRY
PAY-0016054,CUST-000901,2025-10-28,11.87,INSUFFICIENT_FUNDS,NSF_51,1,1,30,0.466,card,2,16.88,0,34.59,False,0.376,CUSTOMER_ACTION_REQUIRED,0.975,11.52,4.33,CUSTOMER_NUDGE
PAY-0016055,CUST-006201,2025-01-27,39.31,BANK_UNAVAILABLE,91,2,1,21,0.428,card,26,41.5,1,1062.38,False,0.705,TRANSIENT_FAILURE,0.733,41.03,28.93,RETRY
PAY-0016056,CUST-002616,2025-10-29,18.27,BANK_UNAVAILABLE,BANK_DOWN_502,3,2,25,0.544,upi,15,22.54,0,346.05,False,0.582,TRANSIENT_FAILURE,0.75,18.4,10.71,HUMAN_REVIEW
PAY-0016057,CUST-003162,2025-06-28,23.32,NETWORK_TIMEOUT,GW_503,1,0,21,0.556,upi,28,22.83,2,731.88,False,0.739,TRANSIENT_FAILURE,0.952,25.02,18.49,RETRY
PAY-0016058,CUST-006466,2026-02-05,20.63,NETWORK_TIMEOUT,91,3,2,23,0.471,card,18,14.97,1,245.83,False,0.502,TRANSIENT_FAILURE,0.92,21.98,11.03,RETRY
PAY-0016059,CUST-002801,2025-01-22,34.27,NETWORK_TIMEOUT,GW_503,1,0,22,0.378,card,31,23.18,1,801.83,False,0.773,TRANSIENT_FAILURE,0.955,35.73,27.62,RETRY
PAY-0016060,CUST-000165,2026-04-12,13.52,INSUFFICIENT_FUNDS,51,4,3,32,0.546,card,30,15.61,2,562.01,False,0.249,CUSTOMER_ACTION_REQUIRED,0.942,13.53,3.37,CUSTOMER_NUDGE
PAY-0016061,CUST-000742,2026-07-06,40.57,INVALID_CARD,INVALID_14,4,3,26,0.482,card,5,39.57,3,204.62,False,0.17,PAYMENT_INSTRUMENT,0.867,39.79,6.76,HUMAN_REVIEW
PAY-0016062,CUST-008013,2026-02-05,16.63,FRAUD_SUSPECTED,RISK_BLOCK_63,4,3,34,0.601,card,45,18.05,0,778.35,False,0.068,RISK_RELATED,0.864,16.66,1.13,STOP
PAY-0016063,CUST-005865,2026-04-29,12.68,GATEWAY_ERROR,GW_ERR_96,2,2,29,0.504,netbanking,17,13.29,2,208.8,False,0.398,GATEWAY_ERROR,0.97,12.48,4.97,HUMAN_REVIEW
PAY-0016064,CUST-005330,2026-06-25,42.27,NETWORK_TIMEOUT,GW_503,4,4,34,0.599,card,38,42.98,0,1810.23,True,0.101,TRANSIENT_FAILURE,0.722,45.53,4.6,STOP
PAY-0016065,CUST-007524,2025-11-14,17.64,INSUFFICIENT_FUNDS,NSF_51,4,3,27,0.527,netbanking,10,16.12,2,193.79,False,0.261,CUSTOMER_ACTION_REQUIRED,0.859,18.79,4.9,HUMAN_REVIEW
PAY-0016066,CUST-008813,2025-02-14,29.29,NETWORK_TIMEOUT,GW_503,2,2,26,0.584,card,24,25.98,2,774.22,False,0.613,TRANSIENT_FAILURE,0.974,29.55,18.11,RETRY
PAY-0016067,CUST-004409,2025-01-15,32.68,FRAUD_SUSPECTED,FRAUD_59,3,3,26,0.437,card,25,34.69,0,1017.69,False,0.01,RISK_RELATED,0.849,33.85,0.34,HUMAN_REVIEW
PAY-0016068,CUST-007098,2026-08-05,63.58,LIMIT_EXCEEDED,LIMIT_61,1,0,27,0.545,upi,25,58.48,2,1701.58,False,0.618,CUSTOMER_ACTION_REQUIRED,0.961,66.49,41.09,CUSTOMER_NUDGE
PAY-0016069,CUST-001357,2025-09-03,25.16,BANK_UNAVAILABLE,91,4,3,29,0.585,upi,15,27.52,1,374.69,False,0.655,TRANSIENT_FAILURE,0.906,25.2,16.51,HUMAN_REVIEW
PAY-0016070,CUST-003352,2025-07-29,13.52,GATEWAY_ERROR,96,1,2,31,0.45,card,38,12.5,1,452.44,True,0.11,GATEWAY_ERROR,0.973,13.8,1.52,STOP
PAY-0016071,CUST-003915,2025-01-06,10.84,NETWORK_TIMEOUT,GW_503,2,1,33,0.66,card,14,8.19,2,110.15,False,0.81,TRANSIENT_FAILURE,0.819,11.61,9.4,RETRY
PAY-0016072,CUST-003170,2026-01-27,6.09,NETWORK_TIMEOUT,91,3,2,38,0.65,card,39,9.22,2,440.69,False,0.669,TRANSIENT_FAILURE,0.744,6.12,4.09,RETRY
PAY-0016073,CUST-003329,2025-10-16,31.18,FRAUD_SUSPECTED,59,2,1,34,0.483,upi,27,28.06,0,760.07,False,0.083,RISK_RELATED,0.735,30.61,2.54,STOP
PAY-0016074,CUST-003586,2025-08-19,26.84,GATEWAY_ERROR,96,1,0,22,0.567,card,41,20.27,2,1022.22,False,0.68,GATEWAY_ERROR,0.77,26.66,18.13,RETRY
PAY-0016075,CUST-005729,2025-10-29,25.76,GATEWAY_ERROR,GW_ERR_96,1,0,28,0.559,upi,17,24.29,1,357.47,False,0.57,GATEWAY_ERROR,0.843,26.16,14.91,RETRY
PAY-0016076,CUST-000017,2026-04-29,26.85,NETWORK_TIMEOUT,GW_503,3,3,32,0.533,netbanking,17,24.51,1,360.22,False,0.487,TRANSIENT_FAILURE,0.741,28.27,13.77,HUMAN_REVIEW
PAY-0016077,CUST-003039,2026-07-11,23.46,NETWORK_TIMEOUT,GW_503,1,0,19,0.582,card,25,27.85,1,601.57,False,0.851,TRANSIENT_FAILURE,0.804,23.69,20.16,RETRY
PAY-0016078,CUST-006120,2025-04-22,34.92,GATEWAY_ERROR,96,5,4,39,0.538,card,23,33.46,1,949.65,False,0.074,PAYMENT_INSTRUMENT,0.633,37.14,2.75,STOP
PAY-0016079,CUST-005298,2025-07-16,12.91,GATEWAY_ERROR,96,2,2,29,0.386,upi,9,11.55,0,126.94,False,0.477,GATEWAY_ERROR,0.834,13.75,6.56,RETRY
PAY-0016080,CUST-003987,2025-10-30,59.34,NETWORK_TIMEOUT,GW_503,2,1,31,0.559,card,9,51.59,1,547.61,False,0.01,RISK_RELATED,0.569,62.72,0.63,HUMAN_REVIEW
PAY-0016081,CUST-001456,2025-11-29,28.31,INVALID_CARD,INVALID_14,1,0,22,0.667,card,45,24.87,1,998.89,False,0.794,TRANSIENT_FAILURE,0.406,30.54,24.25,RETRY
PAY-0016082,CUST-003913,2025-11-25,13.73,BANK_UNAVAILABLE,91,4,3,34,0.401,card,36,13.32,2,435.55,False,0.411,TRANSIENT_FAILURE,0.895,14.61,6.0,HUMAN_REVIEW
PAY-0016083,CUST-006213,2025-06-29,32.84,INSUFFICIENT_FUNDS,51,1,0,37,0.692,netbanking,17,31.94,1,590.02,False,0.594,CUSTOMER_ACTION_REQUIRED,0.84,34.83,20.69,CUSTOMER_NUDGE
PAY-0016084,CUST-005110,2025-03-28,28.84,GATEWAY_ERROR,96,2,2,29,0.517,netbanking,25,25.83,3,556.31,False,0.491,GATEWAY_ERROR,0.874,30.34,14.9,HUMAN_REVIEW
PAY-0016085,CUST-002103,2026-07-14,21.92,CARD_EXPIRED,EXP_CARD_54,1,2,30,0.684,card,8,18.81,0,151.87,False,0.39,PAYMENT_INSTRUMENT,0.95,22.01,8.58,CUSTOMER_NUDGE
PAY-0016086,CUST-004042,2026-04-09,32.4,AUTHENTICATION_FAILED,3DS_FAIL_05,2,1,27,0.5,card,31,40.38,1,1259.09,False,0.254,CUSTOMER_ACTION_REQUIRED,0.849,34.09,8.66,CUSTOMER_NUDGE
PAY-0016087,CUST-003691,2026-04-21,17.81,GATEWAY_ERROR,GW_ERR_96,1,0,28,0.551,card,15,21.58,2,317.62,False,0.656,GATEWAY_ERROR,0.871,18.24,11.97,RETRY
PAY-0016088,CUST-000743,2025-07-13,13.6,BANK_UNAVAILABLE,GW_503,2,1,35,0.567,card,21,13.83,2,344.67,False,0.72,TRANSIENT_FAILURE,0.722,14.51,10.45,RETRY
PAY-0016089,CUST-001045,2026-01-19,23.31,DUPLICATE_TRANSACTION,DUP_94,4,3,36,0.674,card,45,15.2,1,588.17,False,0.432,GATEWAY_ERROR,0.847,24.71,10.67,HUMAN_REVIEW
